mode,state,ratioD,ratioR
president,NV,0.960334,1.039875
president,LA,0.918796,1.081633
president,ID,0.581499,1.420711
president,GA,0.878013,1.122631
president,DC,1.805001,0.190748
president,SD,0.765689,1.235548
president,TN,0.958219,1.042001
president,DE,1.131821,0.867483
president,KS,0.779609,1.221555
president,KY,0.843227,1.157601
president,UT,0.564005,1.438298
president,WY,0.578830,1.423394
president,MN,1.023034,0.976844
president,MS,0.825716,1.175204
president,MO,0.963225,1.036970
president,NE,0.694581,1.307032
president,NJ,1.161170,0.837979
president,NH,0.984053,1.016032
president,ND,0.703599,1.297966
president,OH,0.960696,1.039512
president,OK,0.776342,1.224839
president,AL,0.845634,1.155181
president,AK,0.639577,1.362326
president,AZ,0.931894,1.068466
president,CA,1.121108,0.878253
president,CO,0.907891,1.092596
president,FL,0.997282,1.002733
president,IL,1.120649,0.878714
president,IA,1.000621,0.999376
president,MA,1.292384,0.706072
president,MI,1.049927,0.949809
president,MT,0.724964,1.276489
president,NY,1.268180,0.730404
president,OR,1.002079,0.997910
president,RI,1.309534,0.688832
president,TX,0.778824,1.222344
president,VA,0.914647,1.085804
president,WA,1.056114,0.943589
president,WI,0.999669,1.000333
president,VT,1.105895,0.893546
president,CT,1.182001,0.817038
president,MD,1.165577,0.833549
president,ME,1.052186,0.947538
president,IN,0.837698,1.163159
president,HI,1.193403,0.805575
president,WV,0.932702,1.067653
president,AR,0.941507,1.058802
president,NM,0.998010,1.002000
president,NC,0.868433,1.132262
president,PA,1.040230,0.959557
president,SC,0.834560,1.166313
senate,FL,1.049103,0.950823
senate,HI,1.494574,0.504679
senate,IN,0.646791,1.353742
senate,MD,1.263717,0.735884
senate,MA,1.698031,0.300916
senate,MI,1.015814,0.984162
senate,MN,1.059352,0.940558
senate,MS,0.647767,1.352765
senate,MO,1.020201,0.979768
senate,MT,0.965355,1.034697
senate,NE,1.021103,0.978865
senate,NV,0.836916,1.163330
senate,NJ,1.030255,0.969700
senate,NM,1.233646,0.766001
senate,NY,1.132409,0.867391
senate,ND,1.226526,0.773132
senate,OH,0.748191,1.252189
senate,PA,0.928766,1.071341
senate,RI,0.838879,1.161364
senate,TN,0.661500,1.339011
senate,TX,0.663010,1.337499
senate,UT,0.648636,1.351894
senate,VT,0.558483,1.442183
senate,VA,0.953500,1.046571
senate,WA,1.000176,0.999824
senate,WV,1.587074,0.412040
senate,WI,1.247661,0.751966
senate,WY,0.459692,1.541124
senate,CA,1.207419,0.792268
senate,AZ,0.000000,2.001510
senate,CT,1.297245,0.702306
senate,DE,1.118356,0.881466
senate,ME,0.620706,1.379867
governor,WV,0.957578,1.049360
governor,VT,1.061253,0.928729
governor,MT,0.892736,1.124805
governor,MO,0.938454,1.071611
governor,IN,1.070538,0.917927
governor,NH,0.979749,1.023562
governor,UT,0.801675,1.230758
governor,ND,0.836203,1.190584
governor,WA,1.107035,0.875461
governor,NC,0.984186,1.018401
governor,DE,1.112861,0.868682
house,VA,0.966869,1.033166
house,NV,0.808767,1.191436
house,TX,0.976214,1.023811
house,PA,1.010592,0.989396
house,OH,0.967969,1.032065
house,ND,1.085344,0.914566
house,NY,1.153769,0.846067
house,NJ,1.050214,0.949732
house,FL,0.818235,1.181958
house,CO,0.676976,1.323367
house,CA,1.096885,0.903013
house,WI,0.950050,1.050003
house,CT,1.083576,0.916336
house,DE,0.625634,1.374763
house,GA,0.759469,1.240787
house,HI,1.331790,0.667858
house,AK,0.383924,1.616730
house,AL,0.727255,1.273034
house,AR,1.123070,0.876799
house,AZ,0.789420,1.210803
house,IL,1.124689,0.875179
house,MO,0.999600,1.000400
house,MS,1.027670,0.972301
house,IA,0.850881,1.149277
house,MN,1.107527,0.892359
house,MI,1.097949,0.901947
house,NE,0.535603,1.464890
house,IN,0.910018,1.090078
house,WA,1.109938,0.889945
house,VT,0.445776,1.554812
house,UT,0.832969,1.167209
house,TN,0.904062,1.096040
house,SC,0.834616,1.165559
house,RI,1.467866,0.531638
house,OR,1.130543,0.869318
house,NC,0.880937,1.119190
house,MA,1.701882,0.297373
house,KY,0.809789,1.190412
house,ID,0.599030,1.401396
house,OK,0.648411,1.351963
house,SD,0.506002,1.494523
house,MD,1.106144,0.893744
house,KS,0.666696,1.333657
house,NH,0.880635,1.119492
house,NM,1.044447,0.955506
house,WV,1.588362,0.411014
house,WY,0.598618,1.401808
house,ME,1.349370,0.650259
house,MT,0.946066,1.053991
